,filename,filepath,label
23,cloudy12,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy12.jpg,2
24,cloudy120,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy120.jpg,2
25,cloudy121,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy121.jpg,2
26,cloudy122,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy122.jpg,2
27,cloudy123,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy123.jpg,2
28,cloudy124,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy124.jpg,2
29,cloudy125,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy125.jpg,2
30,cloudy126,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy126.jpg,2
31,cloudy127,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy127.jpg,2
32,cloudy128,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy128.jpg,2
33,cloudy129,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy129.jpg,2
34,cloudy13,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy13.jpg,2
35,cloudy130,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy130.jpg,2
36,cloudy131,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy131.jpg,2
37,cloudy132,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy132.jpg,2
38,cloudy133,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy133.jpg,2
39,cloudy134,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy134.jpg,2
40,cloudy135,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy135.jpg,2
41,cloudy136,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy136.jpg,2
42,cloudy137,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy137.jpg,2
43,cloudy138,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy138.jpg,2
44,cloudy139,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy139.jpg,2
45,cloudy14,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy14.jpg,2
46,cloudy140,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy140.jpg,2
47,cloudy141,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy141.jpg,2
48,cloudy142,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy142.jpg,2
49,cloudy143,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy143.jpg,2
50,cloudy144,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy144.jpg,2
51,cloudy145,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy145.jpg,2
52,cloudy146,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy146.jpg,2
53,cloudy147,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy147.jpg,2
54,cloudy148,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy148.jpg,2
55,cloudy149,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy149.jpg,2
56,cloudy15,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy15.jpg,2
57,cloudy150,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy150.jpg,2
58,cloudy151,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy151.jpg,2
59,cloudy152,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy152.jpg,2
60,cloudy153,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy153.jpg,2
61,cloudy154,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy154.jpg,2
62,cloudy155,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy155.jpg,2
63,cloudy156,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy156.jpg,2
64,cloudy157,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy157.jpg,2
65,cloudy158,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy158.jpg,2
66,cloudy159,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy159.jpg,2
67,cloudy16,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy16.jpg,2
68,cloudy160,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy160.jpg,2
69,cloudy161,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy161.jpg,2
70,cloudy162,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy162.jpg,2
71,cloudy163,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy163.jpg,2
72,cloudy164,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy164.jpg,2
73,cloudy165,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy165.jpg,2
74,cloudy166,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy166.jpg,2
75,cloudy167,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy167.jpg,2
76,cloudy168,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy168.jpg,2
77,cloudy169,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy169.jpg,2
78,cloudy17,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy17.jpg,2
79,cloudy170,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy170.jpg,2
80,cloudy171,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy171.jpg,2
81,cloudy172,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy172.jpg,2
82,cloudy173,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy173.jpg,2
83,cloudy174,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy174.jpg,2
84,cloudy175,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy175.jpg,2
85,cloudy176,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy176.jpg,2
86,cloudy177,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy177.jpg,2
87,cloudy178,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy178.jpg,2
88,cloudy179,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy179.jpg,2
89,cloudy18,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy18.jpg,2
90,cloudy180,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy180.jpg,2
91,cloudy181,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy181.jpg,2
92,cloudy182,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy182.jpg,2
93,cloudy183,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy183.jpg,2
94,cloudy184,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy184.jpg,2
95,cloudy185,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy185.jpg,2
96,cloudy186,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy186.jpg,2
97,cloudy187,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy187.jpg,2
98,cloudy188,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy188.jpg,2
99,cloudy189,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy189.jpg,2
100,cloudy19,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy19.jpg,2
101,cloudy190,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy190.jpg,2
102,cloudy191,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy191.jpg,2
103,cloudy192,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy192.jpg,2
104,cloudy193,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy193.jpg,2
105,cloudy194,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy194.jpg,2
106,cloudy195,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy195.jpg,2
107,cloudy196,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy196.jpg,2
108,cloudy197,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy197.jpg,2
109,cloudy198,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy198.jpg,2
110,cloudy199,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy199.jpg,2
111,cloudy2,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy2.jpg,2
112,cloudy20,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy20.jpg,2
113,cloudy200,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy200.jpg,2
114,cloudy201,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy201.jpg,2
115,cloudy202,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy202.jpg,2
116,cloudy203,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy203.jpg,2
117,cloudy204,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy204.jpg,2
118,cloudy205,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy205.jpg,2
119,cloudy206,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy206.jpg,2
120,cloudy207,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy207.jpg,2
121,cloudy208,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy208.jpg,2
122,cloudy209,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy209.jpg,2
123,cloudy21,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy21.jpg,2
124,cloudy210,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy210.jpg,2
125,cloudy211,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy211.jpg,2
126,cloudy212,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy212.jpg,2
127,cloudy213,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy213.jpg,2
128,cloudy214,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy214.jpg,2
129,cloudy215,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy215.jpg,2
130,cloudy216,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy216.jpg,2
131,cloudy217,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy217.jpg,2
132,cloudy218,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy218.jpg,2
133,cloudy219,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy219.jpg,2
134,cloudy22,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy22.jpg,2
135,cloudy220,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy220.jpg,2
136,cloudy221,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy221.jpg,2
137,cloudy222,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy222.jpg,2
138,cloudy223,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy223.jpg,2
139,cloudy224,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy224.jpg,2
140,cloudy225,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy225.jpg,2
141,cloudy226,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy226.jpg,2
142,cloudy227,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy227.jpg,2
143,cloudy228,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy228.jpg,2
144,cloudy229,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy229.jpg,2
145,cloudy23,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy23.jpg,2
146,cloudy230,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy230.jpg,2
147,cloudy231,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy231.jpg,2
148,cloudy232,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy232.jpg,2
149,cloudy233,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy233.jpg,2
150,cloudy234,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy234.jpg,2
151,cloudy235,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy235.jpg,2
152,cloudy236,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy236.jpg,2
153,cloudy237,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy237.jpg,2
154,cloudy238,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy238.jpg,2
155,cloudy239,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy239.jpg,2
156,cloudy24,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy24.jpg,2
157,cloudy240,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy240.jpg,2
158,cloudy241,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy241.jpg,2
159,cloudy242,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy242.jpg,2
160,cloudy243,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy243.jpg,2
161,cloudy244,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy244.jpg,2
162,cloudy245,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy245.jpg,2
163,cloudy246,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy246.jpg,2
164,cloudy247,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy247.jpg,2
165,cloudy248,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy248.jpg,2
166,cloudy249,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy249.jpg,2
167,cloudy25,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy25.jpg,2
168,cloudy250,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy250.jpg,2
169,cloudy251,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy251.jpg,2
170,cloudy252,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy252.jpg,2
171,cloudy253,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy253.jpg,2
172,cloudy254,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy254.jpg,2
173,cloudy255,F:\PycharmProjects\Pyotrch-ImageClassification-master\data\Multi-class_Weather_Dataset_for_Image_Classification/JPEGImage/cloudy255.jpg,2
